variant,attempts,won
Cocoa Rainbow (5 Suits),37,1
Gray Pink (5 Suits),13,1
Light Pink (5 Suits),10,1
Black (5 Suits),6,1
Gray (5 Suits),4,1
Dark Prism (5 Suits),4,1
Rainbow & Pink (5 Suits),2,1
Prism (5 Suits),2,1
Pink & Dark Prism (5 Suits),1,1
Rainbow (5 Suits),1,1
Pink (5 Suits),1,1
Brown & Gray (5 Suits),1,1
Muddy Rainbow (5 Suits),1,1
Black & Rainbow (5 Suits),1,1
Rainbow & Brown (5 Suits),1,1
Null (5 Suits),24,0
Rainbow & Dark Pink (5 Suits),23,0
No Variant,7,0
Ambiguous & Black (5 Suits),6,0
