variant,attempts,won
Special Mix (5 Suits),15,1
Black & Muddy Rainbow (5 Suits),12,1
Pink & Dark Prism (5 Suits),12,1
Dark Prism (5 Suits),10,1
Brown & Cocoa Rainbow (5 Suits),10,1
Black & Rainbow (5 Suits),6,1
Black & Prism (5 Suits),5,1
Dark Omni (5 Suits),4,1
Gray (5 Suits),4,1
Black & Light Pink (5 Suits),4,1
White & Cocoa Rainbow (5 Suits),4,1
Rainbow & Gray (5 Suits),4,1
Dark Brown (5 Suits),3,1
Brown & Dark Prism (5 Suits),3,1
Cocoa Rainbow (5 Suits),3,1
Black (5 Suits),2,1
Dark Rainbow (5 Suits),2,1
Dark Pink (5 Suits),1,1
Dark Null (5 Suits),1,1
