variant,attempts,won
No Variant,4,1
Ambiguous & Pink (5 Suits),4,1
Up or Down (5 Suits),3,1
Null (5 Suits),3,1
Pink (5 Suits),2,1
White (5 Suits),2,1
White & Brown (5 Suits),2,1
Omni (5 Suits),2,1
Clue Starved (5 Suits),2,1
White-Ones & White (5 Suits),2,1
Up or Down & Rainbow (5 Suits),1,1
Rainbow (5 Suits),1,1
Omni-Fives & Muddy Rainbow (5 Suits),1,1
Rainbow & Light Pink (5 Suits),1,1
Ambiguous & Brown (5 Suits),1,1
Up or Down & Pink (5 Suits),3,0
Brown & Light Pink (5 Suits),2,0
Up or Down & Muddy Rainbow (5 Suits),1,0
Omni-Fives & Omni (5 Suits),1,0
