variant,attempts,won
Omni & Light Pink (6 Suits),5,1
White & Prism (6 Suits),2,1
White-Ones & Light Pink (6 Suits),2,1
Clue Starved & White (6 Suits),2,1
Rainbow-Fives & Pink (6 Suits),2,1
Brown (6 Suits),1,1
Rainbow-Fives (6 Suits),1,1
Rainbow-Fives & Omni (6 Suits),1,1
Rainbow (6 Suits),3,0
White (6 Suits),3,0
Up or Down (6 Suits),2,0
Rainbow & Brown (6 Suits),2,0
Omni-Fives (6 Suits),2,0
Up or Down & Light Pink (6 Suits),2,0
Cow & Pig (6 Suits),2,0
Prism (6 Suits),1,0
White & Muddy Rainbow (6 Suits),1,0
White-Ones & Prism (6 Suits),1,0
Rainbow-Fives & Null (6 Suits),1,0
Light-Pink-Ones & White (6 Suits),1,0
Null-Ones (6 Suits),1,0
Brown & Omni (6 Suits),1,0
6 Suits,1,0
Pink & Omni (6 Suits),1,0
Clue Starved & Pink (6 Suits),1,0
White-Fives & White (6 Suits),1,0
Muddy Rainbow (6 Suits),1,0
Clue Starved & Light Pink (6 Suits),1,0
Up or Down & White (6 Suits),1,0
Up or Down & Pink (6 Suits),1,0
Up or Down & Prism (6 Suits),1,0
Pink & Null (6 Suits),1,0
Alternating Clues (6 Suits),1,0
