ADrone,pianoblook,7,1,7.00
Aluap,antitelharsic,13,3,4.33
Amy2,wump,10,2,5.00
Amy2,Nitrate2,21,3,7.00
anser,nukelauncher,3,0,NA
anser,william65537,1,1,1.00
asaelr,scharkbite,14,3,4.67
avanderwalde,rkass,27,7,3.86
BlueNovember,Pantheia,4,0,NA
BlueNovember,Crux,3,0,NA
ChristopheAF,Lanvin,60,4,15.00
Dr_Kakashi,kimbifille,28,3,9.33
Dr_Kakashi,asaelr,9,3,3.00
Dr_Kakashi,Floriman,28,4,7.00
Dr_Kakashi,IAMJEFF,3,0,NA
Dr_Kakashi,Kyle,21,2,10.50
Dr_Kakashi,Valetta6789,7,2,3.50
Dr_Kakashi,scharkbite,37,5,7.40
Dr_Kakashi,RaKXeR,5,1,5.00
Dr_Kakashi,micerang,12,1,12.00
Dr_Kakashi,Fireheart,6,1,6.00
Dr_Kakashi,Livia,12,2,6.00
Durandal,HelanaAshryvr,2,0,NA
Durandal,Lanvin,2,0,NA
Durandal,squirrel1988,2,0,NA
emilyzhao,squidgetx,10,1,10.00
Fireheart,Valetta6789,8,3,2.67
Fireheart,Kyle,9,2,4.50
Fireheart,micerang,7,1,7.00
Fireheart,Zamiel,20,0,NA
Fireheart,asaelr,10,1,10.00
Fireheart,Livia,17,2,8.50
Fireheart,scharkbite,20,2,10.00
Fireheart,IAMJEFF,13,0,NA
Floriman,kimbifille,13,2,6.50
Floriman,Valetta6789,15,3,5.00
Floriman,asaelr,9,1,9.00
Floriman,Kyle,26,3,8.67
Floriman,florrat2,3,1,3.00
Floriman,RaKXeR,6,2,3.00
Floriman,scharkbite,24,3,8.00
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,17,1,17.00
HelanaAshryvr,Lanvin,67,6,11.17
HelanaAshryvr,squirrel1988,20,3,6.67
IAMJEFF,kimbifille,2,0,NA
IAMJEFF,asaelr,3,0,NA
IAMJEFF,Zamiel,11,1,11.00
IAMJEFF,Valetta6789,3,0,NA
IAMJEFF,scharkbite,7,0,NA
indego,melwen,17,1,17.00
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,28,3,9.33
kimbifille,piper,20,3,6.67
kimbifille,kooolant,14,2,7.00
Kyle,scharkbite,36,5,7.20
Kyle,asaelr,22,2,11.00
Kyle,Zamiel,28,2,14.00
Kyle,micerang,33,1,33.00
Kyle,TimeHoodie,30,3,10.00
Lanvin,VerySloppyTwo,40,2,20.00
Lanvin,Lel0uch,34,5,6.80
Lanvin,melwen,52,3,17.33
Lanvin,rz,10,1,10.00
Lanvin,indego,51,3,17.00
Lanvin,Wittvector,56,6,9.33
Lanvin,MangoPie,69,9,7.67
Lanvin,squirrel1988,32,4,8.00
Lel0uch,MarkusKahlsen,5,1,5.00
Lel0uch,melwen,27,4,6.75
Lel0uch,indego,29,5,5.80
Lel0uch,derekcheah,5,1,5.00
Lel0uch,squirrel1988,7,2,3.50
Lel0uch,frosty104,28,8,3.50
Libster,sjdrodge,8,1,8.00
Libster,timotree,0,0,NA
Libster,Valetta6789,3,0,NA
Libster,florrat2,21,3,7.00
Libster,RaKXeR,8,1,8.00
Libster,sankala,16,2,8.00
Libster,Zamiel,21,4,5.25
Libster,NoMercy,11,3,3.67
Libster,Razvogor,11,2,5.50
Libster,frog-kun,0,0,NA
Libster,Razgovor,11,1,11.00
Libster,NotRaKXeR,0,0,NA
Livia,invarse,0,0,NA
melwen,ntinta,11,1,11.00
melwen,squirrel1988,15,3,5.00
melwen,scharkbite,47,4,11.75
melwen,sephiroth,43,5,8.60
micerang,scharkbite,9,0,NA
NoMercy,florrat2,10,2,5.00
NoMercy,Zamiel,15,2,7.50
Pablo-,nitawa,17,5,3.40
pianoblook,piper,20,5,4.00
RaKXeR,florrat2,9,1,9.00
RaKXeR,Valetta6789,3,1,3.00
RaKXeR,Zamiel,4,0,NA
Razvogor,florrat2,1,1,1.00
rz,wump,12,1,12.00
Syrah,mugsly,0,0,NA
Syrah,scepheo,0,0,NA
TheDaniMan,indego,3,0,NA
TheDaniMan,doeo,4,0,NA
TheDaniMan,lilyxy,7,0,NA
TimeHoodie,kimbifille,21,2,10.50
TimeHoodie,melwen,32,3,10.67
Valetta6789,florrat2,3,1,3.00
VerySloppyTwo,sephiroth,13,2,6.50
Zamiel,kimbifille,5,0,NA
Zamiel,micerang,23,1,23.00
Zamiel,scharkbite,21,1,21.00
Zamiel,florrat2,17,2,8.50
Zamiel,sankala,18,2,9.00
