variant,attempts,won
Rainbow (6 Suits),3,1
Dark Omni (6 Suits),2,1
Black & Pink (6 Suits),2,1
Omni (6 Suits),1,1
6 Suits,1,1
Dual-Color (6 Suits),1,1
Brown (6 Suits),1,1
Pink-Ones & Brown (6 Suits),1,1
Dual-Color & Rainbow (6 Suits),6,0
Black & Rainbow (6 Suits),6,0
Dark Pink (6 Suits),5,0
Pink-Fives (6 Suits),4,0
Up or Down & Brown (6 Suits),3,0
Dark Rainbow (6 Suits),1,0
Gray (6 Suits),1,0
Rainbow & White (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Dark Brown (6 Suits),1,0
Dual-Color Mix,1,0
Up or Down (6 Suits),1,0
