variant,attempts,won
6 Suits,34,1
Duck (6 Suits),23,1
Omni-Fives & Prism (6 Suits),13,1
Ambiguous & Dual-Color,12,1
Alternating Clues & Prism (6 Suits),11,1
Pink-Ones & Brown (6 Suits),9,1
Rainbow & White (6 Suits),8,1
Rainbow-Ones & Brown (6 Suits),8,1
Deceptive-Fives & White (6 Suits),8,1
Throw It in a Hole & White (6 Suits),7,1
Extremely Ambiguous & Light Pink (6 Suits),7,1
Light Pink (6 Suits),6,1
Color Mute (6 Suits),6,1
Brown-Ones & Pink (6 Suits),6,1
White & Prism (6 Suits),6,1
Omni-Ones & Brown (6 Suits),6,1
Ambiguous (6 Suits),5,1
Brown & Prism (6 Suits),5,1
Brown & Omni (6 Suits),4,1
Brown-Ones & Prism (6 Suits),4,1
Dual-Color & Light Pink (6 Suits),4,1
Pink & Muddy Rainbow (6 Suits),4,1
Light-Pink-Ones & Omni (6 Suits),4,1
Brown (6 Suits),3,1
Up or Down & Pink (6 Suits),3,1
Brown-Ones & Omni (6 Suits),3,1
Pink & Prism (6 Suits),3,1
White & Light Pink (6 Suits),3,1
Rainbow-Ones & Omni (6 Suits),3,1
Light-Pink-Fives & Brown (6 Suits),3,1
Prism Reversed (6 Suits),3,1
Rainbow & Pink (6 Suits),2,1
Up or Down & Rainbow (6 Suits),2,1
Cow & Pig (6 Suits),2,1
Up or Down & White (6 Suits),2,1
Muddy Rainbow (6 Suits),2,1
Up or Down & Muddy Rainbow (6 Suits),2,1
Muddy-Rainbow-Ones & White (6 Suits),2,1
White-Ones (6 Suits),2,1
Rainbow-Ones & Rainbow (6 Suits),2,1
White & Muddy Rainbow (6 Suits),2,1
White-Ones & Omni (6 Suits),2,1
Dual-Color & Omni (6 Suits),2,1
Dual-Color & Null (6 Suits),2,1
Muddy Rainbow & Prism (6 Suits),2,1
Brown-Fives & Brown (6 Suits),2,1
Rainbow Reversed (6 Suits),2,1
Brown-Fives & Prism (6 Suits),2,1
Pink & Brown (6 Suits),1,1
Very Ambiguous (6 Suits),1,1
Up or Down (6 Suits),1,1
Rainbow (6 Suits),1,1
Pink (6 Suits),1,1
Up or Down & Brown (6 Suits),1,1
Rainbow & Light Pink (6 Suits),1,1
White-Ones & Rainbow (6 Suits),1,1
Up or Down & Prism (6 Suits),1,1
Prism (6 Suits),1,1
Muddy-Rainbow-Ones & Omni (6 Suits),1,1
Brown-Fives & White (6 Suits),1,1
Dual-Color & Pink (6 Suits),1,1
Dual-Color & Muddy Rainbow (6 Suits),1,1
Dual-Color & Prism (6 Suits),1,1
Rainbow-Ones & White (6 Suits),1,1
White-Ones & Brown (6 Suits),1,1
Omni-Ones & Light Pink (6 Suits),1,1
Pink-Fives & Muddy Rainbow (6 Suits),1,1
Up or Down & Omni (6 Suits),20,0
Throw It in a Hole & Rainbow (6 Suits),7,0
White Reversed (6 Suits),6,0
Pink-Ones & Null (6 Suits),6,0
Number Blind (6 Suits),4,0
White (6 Suits),1,0
Alternating Clues (6 Suits),1,0
Omni-Ones & Pink (6 Suits),1,0
