variant,attempts,won
White Reversed (6 Suits),36,1
Dark Rainbow (6 Suits),17,1
Black & Dark Rainbow (6 Suits),7,1
Rainbow (6 Suits),7,1
6 Suits,4,1
Brown (6 Suits),3,1
Number Blind (5 Suits),3,1
Black (6 Suits),2,1
Up or Down (5 Suits),2,1
Special Mix (5 Suits),2,1
Dual-Color (6 Suits),1,1
No Variant,1,1
Dual-Color (5 Suits),1,1
Duck (6 Suits),3,0
Up or Down & White (5 Suits),3,0
Totally Blind (6 Suits),2,0
Black & Omni (6 Suits),2,0
Pink-Fives (6 Suits),1,0
Cow & Pig (6 Suits),1,0
Dark Brown (5 Suits),1,0
Throw It in a Hole (6 Suits),1,0
