player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,4,2,2.00
Aluap,antitelharsic,3,1,3.00
Amy2,wump,1,1,1.00
Amy2,Nitrate2,6,1,6.00
anser,nukelauncher,0,0,NA
anser,william65537,0,0,NA
asaelr,scharkbite,4,0,NA
avanderwalde,rkass,12,8,1.50
BlueNovember,Pantheia,1,0,NA
BlueNovember,Crux,0,0,NA
ChristopheAF,Lanvin,13,2,6.50
Dr_Kakashi,kimbifille,17,4,4.25
Dr_Kakashi,asaelr,11,2,5.50
Dr_Kakashi,Floriman,24,4,6.00
Dr_Kakashi,IAMJEFF,11,0,NA
Dr_Kakashi,Kyle,22,2,11.00
Dr_Kakashi,Valetta6789,17,0,NA
Dr_Kakashi,scharkbite,11,0,NA
Dr_Kakashi,RaKXeR,9,0,NA
Dr_Kakashi,micerang,13,1,13.00
Dr_Kakashi,Fireheart,7,0,NA
Dr_Kakashi,Livia,7,2,3.50
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,2,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,2,0,NA
Fireheart,Valetta6789,9,2,4.50
Fireheart,Kyle,12,4,3.00
Fireheart,micerang,15,1,15.00
Fireheart,Zamiel,13,1,13.00
Fireheart,asaelr,5,2,2.50
Fireheart,Livia,11,1,11.00
Fireheart,scharkbite,15,1,15.00
Fireheart,IAMJEFF,8,0,NA
Floriman,kimbifille,9,1,9.00
Floriman,Valetta6789,18,1,18.00
Floriman,asaelr,4,1,4.00
Floriman,Kyle,11,3,3.67
Floriman,florrat2,22,0,NA
Floriman,RaKXeR,26,0,NA
Floriman,scharkbite,9,0,NA
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,2,1,2.00
HelanaAshryvr,Lanvin,28,10,2.80
HelanaAshryvr,squirrel1988,14,3,4.67
IAMJEFF,kimbifille,1,0,NA
IAMJEFF,asaelr,6,1,6.00
IAMJEFF,Zamiel,8,0,NA
IAMJEFF,Valetta6789,8,0,NA
IAMJEFF,scharkbite,7,0,NA
indego,melwen,29,3,9.67
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,12,5,2.40
kimbifille,piper,5,3,1.67
kimbifille,kooolant,2,1,2.00
Kyle,scharkbite,17,5,3.40
Kyle,asaelr,9,2,4.50
Kyle,Zamiel,11,3,3.67
Kyle,micerang,15,3,5.00
Kyle,TimeHoodie,11,3,3.67
Lanvin,VerySloppyTwo,14,2,7.00
Lanvin,Lel0uch,28,7,4.00
Lanvin,melwen,28,8,3.50
Lanvin,rz,12,3,4.00
Lanvin,indego,20,4,5.00
Lanvin,Wittvector,22,6,3.67
Lanvin,MangoPie,23,5,4.60
Lanvin,squirrel1988,20,4,5.00
Lel0uch,MarkusKahlsen,7,1,7.00
Lel0uch,melwen,51,13,3.92
Lel0uch,indego,28,4,7.00
Lel0uch,derekcheah,4,2,2.00
Lel0uch,squirrel1988,26,4,6.50
Lel0uch,frosty104,9,3,3.00
Libster,sjdrodge,8,1,8.00
Libster,timotree,0,0,NA
Libster,Valetta6789,3,0,NA
Libster,florrat2,22,2,11.00
Libster,RaKXeR,15,0,NA
Libster,sankala,2,1,2.00
Libster,Zamiel,18,3,6.00
Libster,NoMercy,10,3,3.33
Libster,Razvogor,7,1,7.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,2,1,2.00
Libster,NotRaKXeR,1,0,NA
Livia,invarse,0,0,NA
melwen,ntinta,5,1,5.00
melwen,squirrel1988,22,4,5.50
melwen,scharkbite,20,5,4.00
melwen,sephiroth,12,2,6.00
micerang,scharkbite,14,3,4.67
NoMercy,florrat2,3,1,3.00
NoMercy,Zamiel,11,1,11.00
Pablo-,nitawa,11,1,11.00
pianoblook,piper,9,3,3.00
RaKXeR,florrat2,43,1,43.00
RaKXeR,Valetta6789,26,0,NA
RaKXeR,Zamiel,7,1,7.00
Razvogor,florrat2,3,1,3.00
rz,wump,9,2,4.50
Syrah,mugsly,0,0,NA
Syrah,scepheo,0,0,NA
TheDaniMan,indego,2,0,NA
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,3,0,NA
TimeHoodie,kimbifille,5,1,5.00
TimeHoodie,melwen,25,6,4.17
Valetta6789,florrat2,22,0,NA
VerySloppyTwo,sephiroth,10,0,NA
Zamiel,kimbifille,3,1,3.00
Zamiel,micerang,9,2,4.50
Zamiel,scharkbite,20,2,10.00
Zamiel,florrat2,16,3,5.33
Zamiel,sankala,3,1,3.00
