variant,attempts,won
Pink & Omni (3 Suits),26,1
Pink & Muddy Rainbow (3 Suits),9,1
Omni & Light Pink (3 Suits),9,1
Brown & Null (3 Suits),8,1
Pink & Light Pink (3 Suits),6,1
Rainbow & Light Pink (3 Suits),5,1
Brown & Prism (3 Suits),5,1
Omni & Muddy Rainbow (3 Suits),5,1
Rainbow & Prism (3 Suits),3,1
Muddy Rainbow (3 Suits),3,1
White & Null (3 Suits),3,1
White & Muddy Rainbow (3 Suits),3,1
Brown & Omni (3 Suits),3,1
3 Suits,2,1
Prism (3 Suits),2,1
Brown & Light Pink (3 Suits),2,1
Omni & Null (3 Suits),2,1
Rainbow (3 Suits),1,1
Pink (3 Suits),1,1
White (3 Suits),1,1
Brown (3 Suits),1,1
Omni (3 Suits),1,1
Pink & Prism (3 Suits),1,1
White & Omni (3 Suits),1,1
White & Brown (3 Suits),1,1
Pink & Null (3 Suits),1,1
White & Prism (3 Suits),1,1
Brown & Muddy Rainbow (3 Suits),1,1
