player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,0,0,NA
Aluap,antitelharsic,0,0,NA
Amy2,wump,0,0,NA
Amy2,Nitrate2,0,0,NA
anser,nukelauncher,1,1,1.00
anser,william65537,0,0,NA
asaelr,scharkbite,0,0,NA
avanderwalde,rkass,0,0,NA
BlueNovember,Pantheia,0,0,NA
BlueNovember,Crux,0,0,NA
ChristopheAF,Lanvin,7,2,3.50
Dr_Kakashi,kimbifille,1,1,1.00
Dr_Kakashi,asaelr,5,1,5.00
Dr_Kakashi,Floriman,4,2,2.00
Dr_Kakashi,IAMJEFF,1,1,1.00
Dr_Kakashi,Kyle,2,1,2.00
Dr_Kakashi,Valetta6789,1,0,NA
Dr_Kakashi,scharkbite,3,2,1.50
Dr_Kakashi,RaKXeR,1,1,1.00
Dr_Kakashi,micerang,3,1,3.00
Dr_Kakashi,Fireheart,3,2,1.50
Dr_Kakashi,Livia,0,0,NA
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,0,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,0,0,NA
Fireheart,Valetta6789,2,1,2.00
Fireheart,Kyle,5,1,5.00
Fireheart,micerang,4,2,2.00
Fireheart,Zamiel,2,1,2.00
Fireheart,asaelr,2,0,NA
Fireheart,Livia,1,0,NA
Fireheart,scharkbite,6,3,2.00
Fireheart,IAMJEFF,7,3,2.33
Floriman,kimbifille,5,3,1.67
Floriman,Valetta6789,2,1,2.00
Floriman,asaelr,5,1,5.00
Floriman,Kyle,2,2,1.00
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,0,0,NA
Floriman,scharkbite,0,0,NA
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,0,0,NA
HelanaAshryvr,Lanvin,3,1,3.00
HelanaAshryvr,squirrel1988,1,0,NA
IAMJEFF,kimbifille,7,1,7.00
IAMJEFF,asaelr,3,0,NA
IAMJEFF,Zamiel,5,2,2.50
IAMJEFF,Valetta6789,1,1,1.00
IAMJEFF,scharkbite,13,3,4.33
indego,melwen,4,1,4.00
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,4,1,4.00
kimbifille,piper,1,1,1.00
kimbifille,kooolant,6,0,NA
Kyle,scharkbite,6,2,3.00
Kyle,asaelr,3,0,NA
Kyle,Zamiel,0,0,NA
Kyle,micerang,1,0,NA
Kyle,TimeHoodie,3,0,NA
Lanvin,VerySloppyTwo,3,1,3.00
Lanvin,Lel0uch,5,0,NA
Lanvin,melwen,3,0,NA
Lanvin,rz,0,0,NA
Lanvin,indego,8,2,4.00
Lanvin,Wittvector,9,1,9.00
Lanvin,MangoPie,6,0,NA
Lanvin,squirrel1988,2,0,NA
Lel0uch,MarkusKahlsen,2,0,NA
Lel0uch,melwen,3,0,NA
Lel0uch,indego,5,0,NA
Lel0uch,derekcheah,0,0,NA
Lel0uch,squirrel1988,1,0,NA
Lel0uch,frosty104,9,3,3.00
Libster,sjdrodge,4,0,NA
Libster,timotree,0,0,NA
Libster,Valetta6789,1,0,NA
Libster,florrat2,1,0,NA
Libster,RaKXeR,2,1,2.00
Libster,sankala,0,0,NA
Libster,Zamiel,3,0,NA
Libster,NoMercy,0,0,NA
Libster,Razvogor,0,0,NA
Libster,frog-kun,0,0,NA
Libster,Razgovor,2,0,NA
Libster,NotRaKXeR,0,0,NA
Livia,invarse,0,0,NA
melwen,ntinta,5,0,NA
melwen,squirrel1988,1,0,NA
melwen,scharkbite,3,0,NA
melwen,sephiroth,0,0,NA
micerang,scharkbite,3,1,3.00
NoMercy,florrat2,0,0,NA
NoMercy,Zamiel,1,1,1.00
Pablo-,nitawa,0,0,NA
pianoblook,piper,0,0,NA
RaKXeR,florrat2,0,0,NA
RaKXeR,Valetta6789,0,0,NA
RaKXeR,Zamiel,1,0,NA
Razvogor,florrat2,0,0,NA
rz,wump,0,0,NA
Syrah,mugsly,0,0,NA
Syrah,scepheo,0,0,NA
TheDaniMan,indego,0,0,NA
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,0,0,NA
TimeHoodie,kimbifille,4,0,NA
TimeHoodie,melwen,3,0,NA
Valetta6789,florrat2,0,0,NA
VerySloppyTwo,sephiroth,1,0,NA
Zamiel,kimbifille,0,0,NA
Zamiel,micerang,3,1,3.00
Zamiel,scharkbite,5,2,2.50
Zamiel,florrat2,2,1,2.00
Zamiel,sankala,0,0,NA
