ADrone,pianoblook,22,0,NA
Aluap,antitelharsic,2,0,NA
Amy2,wump,3,0,NA
Amy2,Nitrate2,9,0,NA
anser,nukelauncher,0,0,NA
anser,william65537,0,0,NA
asaelr,scharkbite,16,0,NA
avanderwalde,rkass,47,0,NA
BlueNovember,Pantheia,2,0,NA
BlueNovember,Crux,1,0,NA
ChristopheAF,Lanvin,119,0,NA
Dr_Kakashi,kimbifille,49,2,24.50
Dr_Kakashi,asaelr,13,1,13.00
Dr_Kakashi,Floriman,45,2,22.50
Dr_Kakashi,IAMJEFF,5,1,5.00
Dr_Kakashi,Kyle,17,0,NA
Dr_Kakashi,Valetta6789,7,0,NA
Dr_Kakashi,scharkbite,25,1,25.00
Dr_Kakashi,RaKXeR,3,0,NA
Dr_Kakashi,micerang,10,1,10.00
Dr_Kakashi,Fireheart,11,0,NA
Dr_Kakashi,Livia,8,0,NA
Durandal,HelanaAshryvr,2,0,NA
Durandal,Lanvin,1,0,NA
Durandal,squirrel1988,1,0,NA
emilyzhao,squidgetx,19,0,NA
Fireheart,Valetta6789,4,0,NA
Fireheart,Kyle,2,0,NA
Fireheart,micerang,7,0,NA
Fireheart,Zamiel,20,0,NA
Fireheart,asaelr,6,0,NA
Fireheart,Livia,1,0,NA
Fireheart,scharkbite,13,0,NA
Fireheart,IAMJEFF,6,0,NA
Floriman,kimbifille,31,1,31.00
Floriman,Valetta6789,14,0,NA
Floriman,asaelr,16,0,NA
Floriman,Kyle,36,1,36.00
Floriman,florrat2,3,0,NA
Floriman,RaKXeR,3,0,NA
Floriman,scharkbite,18,0,NA
florrat2,timotree,0,0,NA
florrat2,postmans,0,0,NA
florrat2,sankala,3,0,NA
HelanaAshryvr,Lanvin,55,2,27.50
HelanaAshryvr,squirrel1988,18,0,NA
IAMJEFF,kimbifille,18,1,18.00
IAMJEFF,asaelr,6,0,NA
IAMJEFF,Zamiel,5,0,NA
IAMJEFF,Valetta6789,1,0,NA
IAMJEFF,scharkbite,14,1,14.00
indego,melwen,23,0,NA
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,64,2,32.00
kimbifille,piper,52,1,52.00
kimbifille,kooolant,10,0,NA
Kyle,scharkbite,59,2,29.50
Kyle,asaelr,20,0,NA
Kyle,Zamiel,12,1,12.00
Kyle,micerang,13,0,NA
Kyle,TimeHoodie,46,3,15.33
Lanvin,VerySloppyTwo,52,0,NA
Lanvin,Lel0uch,24,1,24.00
Lanvin,melwen,60,1,60.00
Lanvin,rz,26,1,26.00
Lanvin,indego,53,2,26.50
Lanvin,Wittvector,34,0,NA
Lanvin,MangoPie,42,1,42.00
Lanvin,squirrel1988,20,0,NA
Lel0uch,MarkusKahlsen,10,1,10.00
Lel0uch,melwen,56,0,NA
Lel0uch,indego,41,1,41.00
Lel0uch,derekcheah,9,0,NA
Lel0uch,squirrel1988,9,0,NA
Lel0uch,frosty104,13,0,NA
Libster,sjdrodge,1,0,NA
Libster,timotree,0,0,NA
Libster,Valetta6789,2,0,NA
Libster,florrat2,8,0,NA
Libster,RaKXeR,2,0,NA
Libster,sankala,1,0,NA
Libster,Zamiel,3,0,NA
Libster,NoMercy,1,0,NA
Libster,Razvogor,9,0,NA
Libster,frog-kun,0,0,NA
Libster,Razgovor,1,0,NA
Libster,NotRaKXeR,0,0,NA
Livia,invarse,0,0,NA
melwen,ntinta,7,0,NA
melwen,squirrel1988,15,0,NA
melwen,scharkbite,78,0,NA
melwen,sephiroth,55,0,NA
micerang,scharkbite,14,0,NA
NoMercy,florrat2,1,0,NA
NoMercy,Zamiel,1,1,1.00
Pablo-,nitawa,16,0,NA
pianoblook,piper,56,2,28.00
RaKXeR,florrat2,0,0,NA
RaKXeR,Valetta6789,0,0,NA
RaKXeR,Zamiel,0,0,NA
Razvogor,florrat2,2,0,NA
rz,wump,12,0,NA
Syrah,mugsly,3,0,NA
Syrah,scepheo,3,0,NA
TheDaniMan,indego,1,0,NA
TheDaniMan,doeo,0,0,NA
TheDaniMan,lilyxy,2,0,NA
TimeHoodie,kimbifille,29,1,29.00
TimeHoodie,melwen,55,1,55.00
Valetta6789,florrat2,2,0,NA
VerySloppyTwo,sephiroth,77,1,77.00
Zamiel,kimbifille,11,0,NA
Zamiel,micerang,7,0,NA
Zamiel,scharkbite,25,1,25.00
Zamiel,florrat2,7,0,NA
Zamiel,sankala,5,0,NA
