variant,attempts,won
Dark Brown (6 Suits),9,1
Gray Pink (6 Suits),8,1
Dark Pink (5 Suits),6,1
Black (6 Suits),6,1
Pink & White (5 Suits),6,1
Black & Prism (6 Suits),6,1
Pink & Dark Prism (5 Suits),6,1
White-Ones & Dark Brown (6 Suits),5,1
Black & Rainbow (6 Suits),5,1
Pink (6 Suits),5,1
Light-Pink-Ones & Brown (5 Suits),4,1
Muddy Rainbow (4 Suits),4,1
Prism (3 Suits),4,1
Black & Dark Pink (6 Suits),4,1
Omni (4 Suits),3,1
White-Ones & Black (5 Suits),3,1
Muddy Rainbow (6 Suits),3,1
Black & Omni (6 Suits),3,1
Omni (5 Suits),3,1
White-Ones & Light Pink (5 Suits),3,1
Light Pink (5 Suits),3,1
White (6 Suits),3,1
Black & Dark Prism (6 Suits),3,1
Dual-Color Mix,2,1
White-Ones & White (4 Suits),2,1
White-Ones & Pink (5 Suits),2,1
Prism (6 Suits),2,1
White (4 Suits),2,1
White-Ones & Rainbow (6 Suits),2,1
Dark Brown (5 Suits),2,1
Cocoa Rainbow (6 Suits),2,1
White & Omni (5 Suits),2,1
Brown (6 Suits),2,1
Rainbow (5 Suits),2,1
Pink (5 Suits),2,1
Black & Gray Pink (6 Suits),2,1
Black & Light Pink (5 Suits),2,1
No Variant,1,1
White (5 Suits),1,1
White-Ones (6 Suits),1,1
White-Ones & Rainbow (5 Suits),1,1
White-Ones (3 Suits),1,1
4 Suits,1,1
White-Fives (6 Suits),1,1
Gray (6 Suits),1,1
Alternating Clues & Black (5 Suits),1,1
3 Suits,1,1
Throw It in a Hole (6 Suits),1,1
Black & Pink (5 Suits),1,1
Up or Down & Rainbow (6 Suits),1,1
Rainbow & Dark Pink (5 Suits),1,1
Black & Omni (5 Suits),1,1
White-Ones & Black (6 Suits),1,1
6 Suits,1,1
Rainbow (3 Suits),1,1
Null (6 Suits),1,1
Black (5 Suits),1,1
Pink (3 Suits),1,1
Rainbow & White (6 Suits),1,1
Rainbow & Dark Pink (6 Suits),1,1
Black & Gray (6 Suits),1,1
Cocoa Rainbow (5 Suits),15,0
Pink & Light Pink (5 Suits),8,0
Black & Rainbow (5 Suits),6,0
Brown & Gray (5 Suits),6,0
Dark Omni (5 Suits),4,0
Black & Dark Omni (6 Suits),4,0
Dark Null (6 Suits),3,0
Omni (3 Suits),3,0
White & Dark Omni (6 Suits),3,0
Special Mix (5 Suits),3,0
Null-Ones & Muddy Rainbow (5 Suits),2,0
White-Ones (5 Suits),2,0
Dark Prism (5 Suits),2,0
Dark Rainbow (6 Suits),2,0
Dark Rainbow & Gray (6 Suits),2,0
Prism (5 Suits),1,0
Rainbow-Fives (5 Suits),1,0
Light-Pink-Ones & Prism (5 Suits),1,0
Dark Rainbow (5 Suits),1,0
Null (5 Suits),1,0
Pink & Prism (5 Suits),1,0
Prism & Dark Rainbow (5 Suits),1,0
Brown & Omni (5 Suits),1,0
White-Ones & Dark Brown (5 Suits),1,0
