variant,attempts,won
Clue Starved (6 Suits),9,1
Pink-Fives & Black (6 Suits),4,1
Dark Brown (6 Suits),4,1
Rainbow (6 Suits),3,1
Light-Pink-Fives (6 Suits),3,1
6 Suits,1,1
Pink & Muddy Rainbow (6 Suits),1,1
Pink (6 Suits),1,1
Black & Dark Pink (6 Suits),11,0
Ambiguous (6 Suits),2,0
Up or Down & Rainbow (6 Suits),2,0
Brown & Omni (6 Suits),2,0
Muddy Rainbow (6 Suits),2,0
Light-Pink-Fives & Gray Pink (6 Suits),2,0
Throw It in a Hole (6 Suits),1,0
Throw It in a Hole & Rainbow (6 Suits),1,0
Light-Pink-Ones & Light Pink (6 Suits),1,0
White-Ones & Brown (6 Suits),1,0
Dual-Color & Brown (6 Suits),1,0
Omni-Fives & Dark Omni (6 Suits),1,0
Pink-Ones (6 Suits),1,0
Black & White (6 Suits),1,0
Black & Light Pink (6 Suits),1,0
