variant,attempts,won
Rainbow & Dark Omni (5 Suits),5,1
Rainbow & Dark Brown (5 Suits),3,1
Up or Down & Muddy Rainbow (5 Suits),3,1
White & Omni (5 Suits),3,1
No Variant,2,1
Gray Pink (5 Suits),2,1
White & Muddy Rainbow (5 Suits),2,1
Rainbow (5 Suits),1,1
Black & White (5 Suits),1,1
Pink (5 Suits),1,1
Dark Pink (5 Suits),1,1
Pink & Dark Rainbow (5 Suits),1,1
Dark Prism (5 Suits),1,1
Black & Omni (5 Suits),2,0
Null & Gray Pink (5 Suits),2,0
Muddy Rainbow & Prism (5 Suits),2,0
Ambiguous & Rainbow (5 Suits),1,0
