variant,attempts,won
Rainbow (6 Suits),10,1
Muddy Rainbow (6 Suits),4,1
Up or Down (6 Suits),2,1
Omni (6 Suits),2,1
Light Pink (6 Suits),2,1
Pink (6 Suits),1,1
White-Ones (6 Suits),1,1
Rainbow & Muddy Rainbow (6 Suits),1,1
Rainbow-Fives & Brown (6 Suits),1,1
Brown (6 Suits),5,0
Clue Starved (6 Suits),4,0
Rainbow & Pink (6 Suits),3,0
Omni-Fives (6 Suits),2,0
Rainbow-Ones (6 Suits),1,0
Dual-Color & White (6 Suits),1,0
White & Muddy Rainbow (6 Suits),1,0
Rainbow & White (6 Suits),1,0
Rainbow & Null (6 Suits),1,0
