variant,attempts,won
Dual-Color (6 Suits),10,1
Rainbow & Omni (6 Suits),4,1
Pink-Ones & White (6 Suits),3,1
Rainbow-Ones & Pink (6 Suits),2,1
Brown-Ones & Rainbow (6 Suits),2,1
Brown-Ones & Prism (6 Suits),1,1
6 Suits,1,1
Dual-Color & Muddy Rainbow (6 Suits),6,0
Brown & Light Pink (6 Suits),3,0
Light-Pink-Ones (6 Suits),2,0
Brown-Ones (6 Suits),2,0
Pink & Omni (6 Suits),2,0
Omni & Prism (6 Suits),2,0
Rainbow (6 Suits),1,0
Dual-Color & Pink (6 Suits),1,0
Rainbow & Pink (6 Suits),1,0
Up or Down & White (6 Suits),1,0
Rainbow-Ones & Rainbow (6 Suits),1,0
Muddy-Rainbow-Ones & Light Pink (6 Suits),1,0
