variant,attempts,won
Black (6 Suits),50,1
6 Suits,11,1
Dual-Color (6 Suits),5,1
Rainbow (6 Suits),1,1
Dual-Color & Rainbow (6 Suits),1,1
Dark Rainbow (6 Suits),214,0
Black & Dark Rainbow (6 Suits),16,0
Very Ambiguous (6 Suits),4,0
Dark Pink (6 Suits),3,0
Black & Omni (6 Suits),3,0
Pink-Fives & Rainbow (6 Suits),2,0
Rainbow & Dark Pink (6 Suits),2,0
Reversed (6 Suits),2,0
Up or Down (6 Suits),1,0
Pink-Fives (6 Suits),1,0
Number Mute (6 Suits),1,0
White & Null (6 Suits),1,0
Dark Prism (6 Suits),1,0
