player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,19,4,4.75
Aluap,antitelharsic,1,1,1.00
Amy2,wump,7,3,2.33
Amy2,Nitrate2,1,0,NA
anser,nukelauncher,5,3,1.67
anser,william65537,1,1,1.00
asaelr,scharkbite,9,2,4.50
avanderwalde,rkass,3,3,1.00
BlueNovember,Pantheia,16,3,5.33
BlueNovember,Crux,17,3,5.67
ChristopheAF,Lanvin,8,0,NA
Dr_Kakashi,kimbifille,26,5,5.20
Dr_Kakashi,IAMJEFF,98,20,4.90
Dr_Kakashi,asaelr,21,8,2.62
Dr_Kakashi,Floriman,38,8,4.75
Dr_Kakashi,Kyle,13,2,6.50
Dr_Kakashi,Valetta6789,20,3,6.67
Dr_Kakashi,scharkbite,19,2,9.50
Dr_Kakashi,RaKXeR,17,2,8.50
Dr_Kakashi,micerang,24,3,8.00
Dr_Kakashi,Fireheart,11,4,2.75
Dr_Kakashi,Livia,49,10,4.90
Durandal,HelanaAshryvr,10,0,NA
Durandal,Lanvin,0,0,NA
Durandal,squirrel1988,8,0,NA
emilyzhao,squidgetx,3,2,1.50
Fireheart,Valetta6789,42,8,5.25
Fireheart,Kyle,51,9,5.67
Fireheart,micerang,15,0,NA
Fireheart,Zamiel,30,4,7.50
Fireheart,asaelr,25,2,12.50
Fireheart,Livia,41,6,6.83
Fireheart,scharkbite,9,3,3.00
Fireheart,IAMJEFF,78,12,6.50
Floriman,kimbifille,3,3,1.00
Floriman,Kyle,2,1,2.00
Floriman,Valetta6789,9,3,3.00
Floriman,asaelr,4,2,2.00
Floriman,florrat2,0,0,NA
Floriman,RaKXeR,0,0,NA
Floriman,scharkbite,3,1,3.00
florrat2,timotree,0,0,NA
florrat2,postmans,1,1,1.00
florrat2,sankala,0,0,NA
HelanaAshryvr,Lanvin,8,3,2.67
HelanaAshryvr,squirrel1988,22,2,11.00
IAMJEFF,kimbifille,23,6,3.83
IAMJEFF,Zamiel,22,3,7.33
IAMJEFF,asaelr,32,7,4.57
IAMJEFF,Valetta6789,37,6,6.17
IAMJEFF,scharkbite,25,8,3.12
indego,melwen,6,0,NA
Jake_Stiles,solarstar92,0,0,NA
jh,lh,49,6,8.17
kimbifille,pianoblook,49,9,5.44
kimbifille,piper,34,5,6.80
kimbifille,kooolant,18,2,9.00
Kyle,asaelr,5,1,5.00
Kyle,scharkbite,14,4,3.50
Kyle,Zamiel,31,3,10.33
Kyle,micerang,15,2,7.50
Kyle,TimeHoodie,0,0,NA
Lanvin,melwen,5,0,NA
Lanvin,VerySloppyTwo,17,3,5.67
Lanvin,indego,10,2,5.00
Lanvin,dobi,7,0,NA
Lanvin,Lel0uch,2,2,1.00
Lanvin,Wittvector,18,2,9.00
Lanvin,jack67889,15,1,15.00
Lanvin,MangoPie,11,2,5.50
Lanvin,rz,9,2,4.50
Lanvin,squirrel1988,11,3,3.67
Lel0uch,indego,3,1,3.00
Lel0uch,melwen,1,0,NA
Lel0uch,MarkusKahlsen,0,0,NA
Lel0uch,derekcheah,1,0,NA
Lel0uch,squirrel1988,0,0,NA
Lel0uch,frosty104,2,1,2.00
Libster,sjdrodge,4,1,4.00
Libster,timotree,0,0,NA
Libster,Valetta6789,0,0,NA
Libster,florrat2,19,7,2.71
Libster,RaKXeR,9,0,NA
Libster,sankala,0,0,NA
Libster,Zamiel,15,4,3.75
Libster,NoMercy,0,0,NA
Libster,Razvogor,10,2,5.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,3,2,1.50
Libster,NotRaKXeR,0,0,NA
Livia,invarse,17,2,8.50
melwen,ntinta,5,2,2.50
melwen,scharkbite,11,3,3.67
melwen,squirrel1988,3,0,NA
melwen,sephiroth,9,2,4.50
micerang,scharkbite,13,5,2.60
NoMercy,florrat2,3,1,3.00
NoMercy,Zamiel,29,3,9.67
Pablo-,nitawa,11,5,2.20
pianoblook,piper,47,8,5.88
RaKXeR,florrat2,5,1,5.00
RaKXeR,Valetta6789,6,0,NA
RaKXeR,Zamiel,0,0,NA
Razvogor,florrat2,7,3,2.33
rz,wump,2,1,2.00
Sh,jh,49,6,8.17
Sh,lh,49,6,8.17
Syrah,scepheo,69,17,4.06
Syrah,mugsly,68,16,4.25
TheDaniMan,indego,7,0,NA
TheDaniMan,doeo,42,1,42.00
TheDaniMan,lilyxy,58,2,29.00
TimeHoodie,kimbifille,5,1,5.00
TimeHoodie,melwen,4,1,4.00
Valetta6789,florrat2,5,0,NA
VerySloppyTwo,sephiroth,1,1,1.00
Zamiel,kimbifille,13,0,NA
Zamiel,micerang,50,4,12.50
Zamiel,scharkbite,43,8,5.38
Zamiel,florrat2,24,6,4.00
Zamiel,sankala,1,1,1.00
