variant,attempts,won
Pink & Light Pink (5 Suits),2,1
Dark Rainbow Reversed (5 Suits),2,1
White-Fives & Prism (5 Suits),2,1
Brown-Fives & Pink (5 Suits),2,1
Rainbow-Fives (5 Suits),1,1
Dual-Color (5 Suits),1,1
Muddy-Rainbow-Fives & Pink (5 Suits),1,1
Ambiguous & White (5 Suits),1,1
Pink & Muddy Rainbow (5 Suits),1,1
Prism & Dark Brown (5 Suits),1,1
White-Fives & White (5 Suits),1,1
Throw It in a Hole & Rainbow (5 Suits),1,1
Special Mix (5 Suits),14,0
No Variant,5,0
Dark Prism (5 Suits),5,0
Cocoa Rainbow (5 Suits),5,0
Light Pink & Gray (5 Suits),4,0
Pink & Dark Rainbow (5 Suits),3,0
Pink-Ones & Dark Brown (5 Suits),3,0
Up or Down & Null (5 Suits),3,0
White & Dark Pink (5 Suits),3,0
Color Blind (5 Suits),2,0
Dark Brown (5 Suits),2,0
Black (5 Suits),2,0
White-Fives & Dark Brown (5 Suits),2,0
Omni-Ones & Dark Prism (5 Suits),2,0
Pink-Ones (5 Suits),2,0
Brown & Dark Rainbow (5 Suits),2,0
Color Mute (5 Suits),2,0
Dark Omni (5 Suits),2,0
White-Ones & Muddy Rainbow (5 Suits),2,0
Pink & Dark Omni (5 Suits),2,0
Black & Omni (5 Suits),2,0
Muddy Rainbow & Dark Prism (5 Suits),2,0
Pink-Fives & Gray (5 Suits),2,0
Pink & Gray Pink (5 Suits),2,0
Light-Pink-Fives & White (5 Suits),2,0
Throw It in a Hole & Brown (5 Suits),2,0
Prism (5 Suits),1,0
Black & White (5 Suits),1,0
Light Pink & Dark Rainbow (5 Suits),1,0
Brown-Fives & Dark Pink (5 Suits),1,0
Pink & Omni (5 Suits),1,0
Omni (5 Suits),1,0
Black & Light Pink (5 Suits),1,0
Rainbow-Ones & Rainbow (5 Suits),1,0
White-Ones & Prism (5 Suits),1,0
Alternating Clues & Dark Omni (5 Suits),1,0
Rainbow Reversed (5 Suits),1,0
Pink-Ones & Null (5 Suits),1,0
White-Ones & White (5 Suits),1,0
Rainbow & Gray Pink (5 Suits),1,0
Deceptive-Fives & Dark Brown (5 Suits),1,0
Brown & Gray Pink (5 Suits),1,0
Extremely Ambiguous & Omni (5 Suits),1,0
Omni & Dark Pink (5 Suits),1,0
Black & Brown (5 Suits),1,0
Dark Prism Reversed (5 Suits),1,0
Pink-Ones & Brown (5 Suits),1,0
