variant,attempts,won
Pink & Prism (4 Suits),4,1
Pink & White (4 Suits),3,1
Deceptive-Ones & Pink (4 Suits),2,1
Pink (4 Suits),2,1
White-Fives & White (4 Suits),2,1
Pink & Muddy Rainbow (4 Suits),1,1
Very Ambiguous & White (4 Suits),1,1
Rainbow & Muddy Rainbow (4 Suits),1,1
Brown & Omni (4 Suits),1,1
Null-Ones (4 Suits),1,1
White-Fives & Rainbow (4 Suits),1,1
Rainbow-Ones & Prism (4 Suits),2,0
Pink-Ones (4 Suits),2,0
Null-Ones & Rainbow (4 Suits),2,0
Brown & Prism (4 Suits),1,0
Pink & Light Pink (4 Suits),1,0
Null-Ones & Brown (4 Suits),1,0
