variant,attempts,won
Rainbow & Pink (5 Suits),4,1
Rainbow & Prism (5 Suits),2,1
6 Suits,2,1
Rainbow (4 Suits),2,1
White (5 Suits),1,1
Rainbow & Prism (6 Suits),1,1
Prism (5 Suits),1,1
4 Suits,1,1
Null (5 Suits),1,1
Reversed (5 Suits),1,1
Reversed (6 Suits),1,1
Pink (4 Suits),1,1
White-Ones (5 Suits),1,1
Pink & Light Pink (5 Suits),1,1
Rainbow (5 Suits),5,0
Up or Down & White (5 Suits),4,0
White (6 Suits),3,0
No Variant,3,0
Dark Prism (6 Suits),3,0
Black (5 Suits),2,0
Rainbow & Pink (4 Suits),2,0
Up or Down & Rainbow (5 Suits),2,0
Dark Brown (6 Suits),2,0
Pink & Prism (4 Suits),2,0
Black (6 Suits),1,0
White & Dark Omni (6 Suits),1,0
Rainbow (6 Suits),1,0
Dark Rainbow (6 Suits),1,0
Dark Pink (6 Suits),1,0
Rainbow & White (4 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
