variant,attempts,won
Dark Pink (5 Suits),10,1
Dark Rainbow (5 Suits),9,1
Dark Brown (5 Suits),6,1
Null & Dark Omni (5 Suits),5,1
Omni & Dark Pink (5 Suits),5,1
Rainbow & Gray Pink (5 Suits),5,1
Gray (5 Suits),4,1
Pink & Dark Rainbow (5 Suits),4,1
White-Fives & Cocoa Rainbow (5 Suits),4,1
Rainbow & Dark Brown (5 Suits),3,1
Brown & Gray (5 Suits),3,1
White-Ones & Dark Brown (5 Suits),3,1
Black (5 Suits),2,1
Black & Brown (5 Suits),2,1
White & Dark Rainbow (5 Suits),2,1
Gray Pink (5 Suits),2,1
Brown-Ones & Dark Brown (5 Suits),2,1
White-Fives & Gray (5 Suits),2,1
Rainbow & Dark Pink (5 Suits),1,1
Brown & Dark Pink (5 Suits),1,1
White-Ones & Dark Pink (5 Suits),1,1
Black & Rainbow (5 Suits),10,0
Rainbow & Gray (5 Suits),7,0
Black & Light Pink (5 Suits),4,0
