variant,attempts,won
Omni & Muddy Rainbow (6 Suits),7,1
Pink & Brown (6 Suits),6,1
Brown-Ones & White (6 Suits),5,1
Ambiguous & Dual-Color,5,1
Throw It in a Hole (6 Suits),4,1
Light Pink (6 Suits),3,1
White-Fives & White (6 Suits),2,1
Muddy Rainbow & Light Pink (6 Suits),2,1
White & Muddy Rainbow (6 Suits),2,1
Prism (6 Suits),1,1
Muddy Rainbow (6 Suits),1,1
Rainbow & Brown (6 Suits),1,1
Light-Pink-Ones & Rainbow (6 Suits),1,1
Pink-Ones (6 Suits),1,1
White-Fives & Prism (6 Suits),1,1
Pink & Prism (6 Suits),4,0
Up or Down & Rainbow (6 Suits),4,0
Pink & White (6 Suits),3,0
Brown & Prism (6 Suits),3,0
Cow & Pig (6 Suits),2,0
Omni-Fives & Muddy Rainbow (6 Suits),2,0
White & Prism (6 Suits),2,0
Rainbow & Muddy Rainbow (6 Suits),2,0
White-Fives (6 Suits),2,0
Rainbow-Fives & Rainbow (6 Suits),2,0
White-Ones & White (6 Suits),1,0
Pink-Ones & Brown (6 Suits),1,0
Rainbow-Ones & White (6 Suits),1,0
Null-Ones & Prism (6 Suits),1,0
Null (6 Suits),1,0
Rainbow & Light Pink (6 Suits),1,0
Up or Down (6 Suits),1,0
Prism Reversed (6 Suits),1,0
6 Suits,1,0
Pink & Null (6 Suits),1,0
Throw It in a Hole & Null (6 Suits),1,0
Dual-Color & Brown (6 Suits),1,0
Dual-Color & Rainbow (6 Suits),1,0
Rainbow-Fives & White (6 Suits),1,0
