variant,attempts,won
6 Suits,9,1
Rainbow (6 Suits),8,1
White & Brown (5 Suits),5,1
Black (5 Suits),5,1
Black & Pink (6 Suits),5,1
Dark Omni (6 Suits),5,1
White (6 Suits),4,1
White (5 Suits),4,1
Dual-Color (6 Suits),4,1
Up or Down & Omni (6 Suits),4,1
No Variant,3,1
Ambiguous (4 Suits),3,1
Black & Muddy Rainbow (5 Suits),3,1
Clue Starved & Light Pink (5 Suits),3,1
Prism (6 Suits),3,1
Omni (5 Suits),2,1
Rainbow & White (5 Suits),2,1
White (3 Suits),2,1
Prism (4 Suits),2,1
Rainbow & Brown (6 Suits),1,1
White (4 Suits),1,1
4 Suits,1,1
Rainbow (5 Suits),1,1
Brown (6 Suits),1,1
3 Suits,1,1
Pink & Brown (5 Suits),1,1
Pink (6 Suits),1,1
White-Fives & Light Pink (3 Suits),1,1
Rainbow & Prism (6 Suits),1,1
Omni & Cocoa Rainbow (5 Suits),1,1
White & Prism (5 Suits),1,1
Black (6 Suits),7,0
Black & Omni (6 Suits),5,0
Black & Rainbow (5 Suits),5,0
White & Omni (4 Suits),4,0
Rainbow & Brown (3 Suits),4,0
Black & Pink (5 Suits),4,0
Muddy Rainbow & Dark Pink (6 Suits),4,0
Pink (5 Suits),3,0
Dark Rainbow (5 Suits),3,0
Rainbow & White (3 Suits),3,0
Dark Rainbow (6 Suits),3,0
Dark Pink (5 Suits),3,0
Dark Pink (6 Suits),3,0
Omni (3 Suits),2,0
Rainbow & Dark Brown (5 Suits),2,0
Brown & Null (3 Suits),2,0
Black & White (6 Suits),2,0
Pink & Omni (5 Suits),2,0
Rainbow Reversed (6 Suits),2,0
Up or Down & Pink (5 Suits),2,0
Dark Null (6 Suits),2,0
Muddy Rainbow (4 Suits),1,0
Rainbow & Dark Brown (6 Suits),1,0
Black & Gray (6 Suits),1,0
Brown (5 Suits),1,0
Alternating Clues (4 Suits),1,0
Black & Dark Pink (6 Suits),1,0
Gray Reversed (5 Suits),1,0
Clue Starved (5 Suits),1,0
Rainbow & Muddy Rainbow (6 Suits),1,0
Dark Prism (5 Suits),1,0
Rainbow Reversed (4 Suits),1,0
Up or Down & Muddy Rainbow (6 Suits),1,0
