variant,attempts,won
White Reversed (6 Suits),64,1
Rainbow (6 Suits),10,1
Color Blind (6 Suits),4,1
Pink-Fives (6 Suits),4,1
Ambiguous (6 Suits),3,1
6 Suits,2,1
Dual-Color (6 Suits),2,1
White (6 Suits),1,1
Reversed (6 Suits),6,0
Dual-Color & Rainbow (6 Suits),4,0
Very Ambiguous (6 Suits),4,0
Duck (6 Suits),3,0
Pink-Fives & Rainbow (6 Suits),2,0
Up or Down (6 Suits),2,0
Null (6 Suits),2,0
Clue Starved (6 Suits),1,0
Omni (6 Suits),1,0
Throw It in a Hole (6 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Up or Down & Pink (6 Suits),1,0
