variant,attempts,won
Dark Rainbow (6 Suits),5,1
Dark Brown (6 Suits),3,1
Up or Down & White (6 Suits),3,1
Reversed (6 Suits),3,1
Gray Pink (6 Suits),1,1
Black & White (6 Suits),5,0
Rainbow & Pink (6 Suits),4,0
Dual-Color Mix,4,0
Muddy Rainbow (6 Suits),3,0
Omni & Dark Rainbow (6 Suits),2,0
Null (6 Suits),2,0
Black & Dark Pink (6 Suits),2,0
6 Suits,1,0
Ambiguous & Dual-Color,1,0
Ambiguous Mix,1,0
Rainbow (6 Suits),1,0
Black & Rainbow (6 Suits),1,0
Black (6 Suits),1,0
Pink & Cocoa Rainbow (6 Suits),1,0
