variant,attempts,won
Rainbow & Null (3 Suits),7,1
4 Suits,6,1
White & Null (4 Suits),6,1
Pink & White (3 Suits),5,1
Extremely Ambiguous (6 Suits),5,1
Rainbow (3 Suits),4,1
Ambiguous Mix,4,1
Extremely Ambiguous (5 Suits),4,1
Brown-Ones & Rainbow (4 Suits),4,1
Brown-Ones & Rainbow (3 Suits),4,1
White-Fives & Cocoa Rainbow (5 Suits),4,1
Rainbow & White (6 Suits),3,1
Omni (4 Suits),3,1
Dark Brown (5 Suits),3,1
Dark Rainbow (5 Suits),3,1
Ambiguous & Dual-Color,3,1
Alternating Clues (3 Suits),3,1
Pink & Dark Brown (5 Suits),3,1
Brown & Gray (5 Suits),3,1
Rainbow (4 Suits),2,1
Pink (3 Suits),2,1
Brown & Omni (5 Suits),2,1
White & Dark Brown (5 Suits),2,1
No Variant,1,1
Brown & Dark Pink (5 Suits),1,1
Brown & Omni (4 Suits),1,1
Alternating Clues (4 Suits),1,1
Alternating Clues (5 Suits),1,1
Ambiguous & White (5 Suits),1,1
Brown (5 Suits),1,1
White & Brown (5 Suits),1,1
Rainbow-Ones (4 Suits),1,1
White-Fives & Rainbow (4 Suits),1,1
Gray (5 Suits),10,0
Brown & Null (3 Suits),9,0
Dark Pink (5 Suits),6,0
Rainbow & Null (4 Suits),5,0
Rainbow (5 Suits),4,0
Black & Null (5 Suits),4,0
Brown & Omni (3 Suits),4,0
Omni & Gray (5 Suits),4,0
Pink-Fives & Rainbow (4 Suits),4,0
Dark Omni (6 Suits),3,0
Pink & Dark Omni (5 Suits),3,0
White & Null (5 Suits),3,0
Omni (3 Suits),3,0
Pink-Fives (6 Suits),3,0
Black & White (5 Suits),2,0
Black & Dark Rainbow (6 Suits),2,0
Omni & Dark Rainbow (5 Suits),2,0
Pink & White (6 Suits),2,0
Ambiguous & Rainbow (5 Suits),2,0
Pink & Dark Rainbow (5 Suits),2,0
Dual-Color Mix,2,0
Black & Gray (6 Suits),2,0
Black (6 Suits),1,0
Black (5 Suits),1,0
Up or Down (5 Suits),1,0
White (4 Suits),1,0
Up or Down & Rainbow (6 Suits),1,0
Gray & Dark Brown (6 Suits),1,0
Dark Rainbow (6 Suits),1,0
Muddy Rainbow (4 Suits),1,0
Light Pink (6 Suits),1,0
Dual-Color (6 Suits),1,0
Null (5 Suits),1,0
Black & Omni (6 Suits),1,0
Pink-Fives & Rainbow (6 Suits),1,0
Pink & Gray (6 Suits),1,0
