player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,61,13,4.69
Aluap,antitelharsic,28,7,4.00
Amy2,wump,5,1,5.00
Amy2,Nitrate2,8,1,8.00
anser,nukelauncher,27,7,3.86
anser,william65537,1,1,1.00
asaelr,scharkbite,24,9,2.67
avanderwalde,rkass,62,16,3.88
BlueNovember,Pantheia,67,10,6.70
BlueNovember,Crux,49,7,7.00
ChristopheAF,Lanvin,37,13,2.85
Dr_Kakashi,kimbifille,47,11,4.27
Dr_Kakashi,IAMJEFF,59,16,3.69
Dr_Kakashi,asaelr,26,11,2.36
Dr_Kakashi,Floriman,20,7,2.86
Dr_Kakashi,Kyle,34,8,4.25
Dr_Kakashi,Valetta6789,30,8,3.75
Dr_Kakashi,scharkbite,21,6,3.50
Dr_Kakashi,RaKXeR,12,5,2.40
Dr_Kakashi,micerang,37,15,2.47
Dr_Kakashi,Fireheart,45,8,5.62
Dr_Kakashi,Livia,44,4,11.00
Durandal,HelanaAshryvr,9,3,3.00
Durandal,Lanvin,6,1,6.00
Durandal,squirrel1988,2,0,NA
emilyzhao,squidgetx,40,11,3.64
Fireheart,Valetta6789,77,25,3.08
Fireheart,Kyle,54,16,3.38
Fireheart,micerang,28,9,3.11
Fireheart,Zamiel,27,4,6.75
Fireheart,asaelr,36,12,3.00
Fireheart,Livia,22,7,3.14
Fireheart,scharkbite,40,9,4.44
Fireheart,IAMJEFF,76,21,3.62
Floriman,kimbifille,31,7,4.43
Floriman,Kyle,34,11,3.09
Floriman,Valetta6789,15,6,2.50
Floriman,asaelr,16,5,3.20
Floriman,florrat2,6,1,6.00
Floriman,RaKXeR,2,2,1.00
Floriman,scharkbite,19,7,2.71
florrat2,timotree,2,0,NA
florrat2,postmans,7,0,NA
florrat2,sankala,3,1,3.00
HelanaAshryvr,Lanvin,19,2,9.50
HelanaAshryvr,squirrel1988,11,3,3.67
IAMJEFF,kimbifille,29,5,5.80
IAMJEFF,Zamiel,31,6,5.17
IAMJEFF,asaelr,34,7,4.86
IAMJEFF,Valetta6789,39,14,2.79
IAMJEFF,scharkbite,26,5,5.20
indego,melwen,4,1,4.00
Jake_Stiles,solarstar92,7,1,7.00
jh,lh,42,12,3.50
kimbifille,pianoblook,62,34,1.82
kimbifille,piper,71,35,2.03
kimbifille,kooolant,62,14,4.43
Kyle,asaelr,30,6,5.00
Kyle,scharkbite,30,4,7.50
Kyle,Zamiel,31,6,5.17
Kyle,micerang,23,11,2.09
Kyle,TimeHoodie,22,7,3.14
Lanvin,melwen,11,4,2.75
Lanvin,VerySloppyTwo,24,11,2.18
Lanvin,indego,23,6,3.83
Lanvin,dobi,22,7,3.14
Lanvin,Lel0uch,23,8,2.88
Lanvin,Wittvector,20,7,2.86
Lanvin,jack67889,34,13,2.62
Lanvin,MangoPie,12,5,2.40
Lanvin,rz,29,8,3.62
Lanvin,squirrel1988,17,3,5.67
Lel0uch,indego,47,5,9.40
Lel0uch,melwen,49,18,2.72
Lel0uch,MarkusKahlsen,11,7,1.57
Lel0uch,derekcheah,5,3,1.67
Lel0uch,squirrel1988,16,10,1.60
Lel0uch,frosty104,12,5,2.40
Libster,sjdrodge,15,6,2.50
Libster,timotree,2,2,1.00
Libster,Valetta6789,13,2,6.50
Libster,florrat2,29,12,2.42
Libster,RaKXeR,35,7,5.00
Libster,sankala,2,1,2.00
Libster,Zamiel,51,7,7.29
Libster,NoMercy,12,3,4.00
Libster,Razvogor,19,3,6.33
Libster,frog-kun,0,0,NA
Libster,Razgovor,15,5,3.00
Libster,NotRaKXeR,3,1,3.00
Livia,invarse,3,1,3.00
melwen,ntinta,5,2,2.50
melwen,scharkbite,57,10,5.70
melwen,squirrel1988,15,11,1.36
melwen,sephiroth,33,4,8.25
micerang,scharkbite,24,8,3.00
NoMercy,florrat2,4,1,4.00
NoMercy,Zamiel,27,3,9.00
Pablo-,nitawa,48,12,4.00
pianoblook,piper,71,36,1.97
RaKXeR,florrat2,15,5,3.00
RaKXeR,Valetta6789,16,3,5.33
RaKXeR,Zamiel,8,3,2.67
Razvogor,florrat2,14,2,7.00
rz,wump,29,10,2.90
Sh,jh,42,12,3.50
Sh,lh,42,12,3.50
Syrah,scepheo,51,20,2.55
Syrah,mugsly,49,19,2.58
TheDaniMan,indego,19,6,3.17
TheDaniMan,doeo,46,10,4.60
TheDaniMan,lilyxy,107,15,7.13
TimeHoodie,kimbifille,14,5,2.80
TimeHoodie,melwen,36,4,9.00
Valetta6789,florrat2,3,1,3.00
VerySloppyTwo,sephiroth,13,2,6.50
Zamiel,kimbifille,36,8,4.50
Zamiel,micerang,27,11,2.45
Zamiel,scharkbite,30,9,3.33
Zamiel,florrat2,32,7,4.57
Zamiel,sankala,3,1,3.00
