variant,attempts,won
Black & White (6 Suits),2,1
Black Reversed (6 Suits),2,1
White & Dark Omni (6 Suits),1,1
White-Ones & Black (6 Suits),7,0
Pink & Dark Omni (6 Suits),7,0
Black & Brown (6 Suits),6,0
Dark Omni (6 Suits),5,0
Black & Omni (6 Suits),4,0
Pink & Dark Brown (6 Suits),3,0
Muddy Rainbow & Dark Prism (6 Suits),3,0
Gray Pink (6 Suits),2,0
Dark Prism Reversed (6 Suits),1,0
Black & Pink (6 Suits),1,0
Brown-Ones & Gray (6 Suits),1,0
Dual-Color & Dark Omni (6 Suits),1,0
Pink & Cocoa Rainbow (6 Suits),1,0
Black & Light Pink (6 Suits),1,0
Cocoa Rainbow (6 Suits),1,0
Rainbow & Dark Brown (6 Suits),1,0
Dark Prism (6 Suits),1,0
Prism & Dark Rainbow (6 Suits),1,0
Light-Pink-Ones & Dark Brown (6 Suits),1,0
Dual-Color & Black (6 Suits),1,0
Light Pink & Dark Prism (6 Suits),1,0
