variant,attempts,won
Duck (6 Suits),19,1
Throw It in a Hole & White (6 Suits),17,1
Pink & Gray (6 Suits),5,1
Up or Down & White (6 Suits),4,1
Cocoa Rainbow (6 Suits),4,1
Clue Starved (6 Suits),3,1
Throw It in a Hole (6 Suits),3,1
White & Null (6 Suits),3,1
Black (6 Suits),3,1
Rainbow & Brown (6 Suits),2,1
Brown-Ones (6 Suits),2,1
Black & Light Pink (6 Suits),2,1
Rainbow & Dark Pink (6 Suits),1,1
Omni & Dark Rainbow (6 Suits),1,1
Dual-Color Mix,1,1
Omni & Dark Pink (6 Suits),1,1
Rainbow & Null (6 Suits),1,1
Up or Down & Null (6 Suits),1,1
Rainbow & Dark Omni (6 Suits),1,1
Extremely Ambiguous (6 Suits),1,1
Omni & Null (6 Suits),15,0
Rainbow & Dark Null (6 Suits),8,0
White & Dark Pink (6 Suits),6,0
Gray Pink (6 Suits),4,0
Brown & Omni (6 Suits),4,0
White & Dark Omni (6 Suits),3,0
Dark Rainbow & Gray (6 Suits),3,0
6 Suits,2,0
Dual-Color (6 Suits),1,0
Black & Dark Rainbow (6 Suits),1,0
Null & Gray (6 Suits),1,0
