variant,attempts,won
Gray (5 Suits),20,1
No Variant,7,1
Rainbow (5 Suits),5,1
Rainbow (6 Suits),4,1
Deceptive-Ones (5 Suits),3,1
4 Suits,2,1
White-Fives & Pink (4 Suits),2,1
Rainbow (4 Suits),1,1
White (4 Suits),1,1
Gray (6 Suits),1,1
Rainbow & Pink (5 Suits),1,1
Rainbow & Dark Brown (6 Suits),1,1
Muddy-Rainbow-Ones & White (5 Suits),1,1
Prism (4 Suits),1,1
Black (5 Suits),5,0
3 Suits,4,0
Light-Pink-Fives (4 Suits),4,0
Black (6 Suits),3,0
Prism Reversed (5 Suits),3,0
Black & White (6 Suits),2,0
Dual-Color (5 Suits),2,0
White-Fives & Pink (5 Suits),2,0
6 Suits,1,0
Rainbow & White (6 Suits),1,0
Pink (6 Suits),1,0
Pink (5 Suits),1,0
Omni (5 Suits),1,0
White-Ones & Rainbow (6 Suits),1,0
White & Light Pink (5 Suits),1,0
Black & Prism (5 Suits),1,0
