3 Suits,4,5,0
3 Suits,5,3,0
6 Suits,4,1,0
6 Suits,5,3,0
Ambiguous & Rainbow (5 Suits),3,1,0
Ambiguous (6 Suits),2,7,0
Black & Brown (5 Suits),4,1,0
Black & Brown (6 Suits),6,2,0
Black & Dark Pink (6 Suits),2,6,0
Black & Light Pink (5 Suits),3,3,0
Black & Light Pink (6 Suits),4,1,0
Black & Pink (6 Suits),3,5,0
Black & Prism (5 Suits),3,1,0
Black & Prism (5 Suits),5,1,0
Black & Rainbow (5 Suits),3,6,0
Black & Rainbow (5 Suits),4,1,0
Black & Rainbow (6 Suits),5,2,0
Black & White (5 Suits),3,3,0
Black & White (6 Suits),3,2,0
Black & White (6 Suits),4,5,0
Black & White (6 Suits),5,1,0
Black (5 Suits),4,6,0
Black (5 Suits),5,2,0
Black (5 Suits),6,2,0
Black (6 Suits),2,2,0
Black (6 Suits),4,8,0
Black (6 Suits),5,6,0
Brown & Dark Prism (6 Suits),3,2,0
Brown (4 Suits),5,1,0
Brown-Fives & Gray (6 Suits),2,3,0
Brown-Ones & Brown (5 Suits),4,2,0
Cocoa Rainbow (5 Suits),2,4,0
Cow & Pig (3 Suits),3,2,0
Dark Brown (6 Suits),5,2,0
Dark Omni (6 Suits),4,1,0
Dark Pink (6 Suits),5,1,0
Dark Prism (6 Suits),4,1,0
Dark Prism Reversed (5 Suits),3,4,0
Dark Rainbow (6 Suits),4,4,0
Dark Rainbow (6 Suits),6,1,0
Deceptive-Ones (5 Suits),5,1,0
Dual-Color & Black (6 Suits),5,1,0
Dual-Color & Gray Pink (6 Suits),3,1,0
Dual-Color & Pink (6 Suits),3,1,0
Dual-Color (5 Suits),4,2,0
Gray (5 Suits),2,1,0
Gray (5 Suits),5,2,0
Gray (6 Suits),5,4,0
Light Pink & Prism (6 Suits),5,2,0
Light Pink (5 Suits),4,1,0
Light Pink (6 Suits),4,1,0
Light Pink (6 Suits),5,1,0
Light-Pink-Fives & Gray Pink (6 Suits),2,2,0
Light-Pink-Fives & Light Pink (3 Suits),3,2,0
Light-Pink-Fives (4 Suits),4,4,0
Light-Pink-Ones & Omni (6 Suits),3,3,0
Light-Pink-Ones & Omni (6 Suits),4,4,0
Light-Pink-Ones & Rainbow (6 Suits),4,1,0
Muddy Rainbow (4 Suits),4,1,0
Muddy Rainbow (4 Suits),5,3,0
Muddy Rainbow (5 Suits),4,1,0
Number Mute (5 Suits),2,1,0
Omni & Prism (5 Suits),3,2,0
Omni (5 Suits),4,2,0
Omni (5 Suits),5,2,0
Pink & Dark Brown (5 Suits),4,1,0
Pink & Dark Rainbow (6 Suits),3,1,0
Pink & Prism (5 Suits),4,1,0
Pink & White (5 Suits),2,1,0
Pink & White (6 Suits),6,2,0
Pink (5 Suits),4,1,0
Pink (6 Suits),4,3,0
Pink-Fives & Rainbow (5 Suits),5,1,0
Pink-Fives & White (5 Suits),4,1,0
Pink-Fives (5 Suits),5,1,0
Prism & Dark Brown (5 Suits),3,2,0
Prism & Dark Pink (6 Suits),3,1,0
Prism & Dark Pink (6 Suits),5,3,0
Prism (6 Suits),4,4,0
Rainbow & Brown (6 Suits),3,1,0
Rainbow & Brown (6 Suits),5,1,0
Rainbow & Dark Brown (5 Suits),3,4,0
Rainbow & Dark Brown (6 Suits),5,1,0
Rainbow & Gray (6 Suits),3,2,0
Rainbow & Gray Pink (5 Suits),5,1,0
Rainbow & Light Pink (6 Suits),4,1,0
Rainbow & Light Pink (6 Suits),5,2,0
Rainbow & Omni (4 Suits),4,1,0
Rainbow & Pink (3 Suits),3,1,0
Rainbow & Prism (5 Suits),4,2,0
Rainbow & Prism (5 Suits),5,4,0
Rainbow & White (4 Suits),2,1,0
Rainbow & White (4 Suits),5,1,0
Rainbow & White (6 Suits),4,1,0
Rainbow (4 Suits),5,1,0
Rainbow Reversed (5 Suits),4,1,0
Rainbow-Fives & Black (6 Suits),4,1,0
Rainbow-Fives & Light Pink (6 Suits),5,1,0
Rainbow-Ones & Dark Pink (5 Suits),3,1,0
Rainbow-Ones & Dark Pink (6 Suits),4,3,0
Rainbow-Ones & Prism (4 Suits),4,1,0
Rainbow-Ones & Prism (4 Suits),5,1,0
Reversed (4 Suits),2,3,0
Special Mix (5 Suits),3,9,0
Special Mix (5 Suits),5,8,0
Up or Down & Brown (5 Suits),3,3,0
Up or Down & Omni (6 Suits),3,4,0
Up or Down (6 Suits),2,2,0
White & Brown (6 Suits),2,1,0
White & Dark Omni (6 Suits),3,2,0
White & Dark Prism (5 Suits),5,1,0
White & Gray Pink (6 Suits),4,1,0
White & Light Pink (5 Suits),4,1,0
White & Muddy Rainbow (5 Suits),5,1,0
White (4 Suits),5,1,0
White (5 Suits),5,2,0
White-Fives & Gray (6 Suits),3,3,0
White-Fives & Omni (6 Suits),2,4,0
White-Fives & Pink (5 Suits),4,2,0
White-Ones & Pink (6 Suits),4,1,0
White-Ones & Pink (6 Suits),5,3,0
White-Ones & Prism (6 Suits),4,2,0
White-Ones & Rainbow (6 Suits),4,1,0
White-Ones (5 Suits),3,1,0
