3 Suits,4,5,0
3 Suits,5,3,0
4 Suits,5,1,0
6 Suits,3,2,0
Ambiguous & Pink (5 Suits),4,1,0
Ambiguous & Pink (5 Suits),5,1,0
Black & Brown (5 Suits),4,1,0
Black & Brown (6 Suits),3,1,0
Black & Dark Pink (6 Suits),4,1,0
Black & Light Pink (5 Suits),4,3,0
Black & Light Pink (5 Suits),5,3,0
Black & Light Pink (6 Suits),6,2,0
Black & Omni (5 Suits),3,1,0
Black & Pink (6 Suits),4,2,0
Black & Prism (5 Suits),4,2,0
Black & Prism (6 Suits),4,2,0
Black & Prism (6 Suits),6,2,0
Black & Rainbow (5 Suits),3,14,0
Black & Rainbow (6 Suits),3,5,0
Black & Rainbow (6 Suits),5,3,0
Black & Rainbow (6 Suits),6,4,0
Black & White (6 Suits),5,1,0
Black & White (6 Suits),6,1,0
Black (5 Suits),3,19,0
Black (5 Suits),5,6,0
Black (6 Suits),4,11,0
Black (6 Suits),5,10,0
Black (6 Suits),6,2,0
Black Reversed (5 Suits),4,1,0
Black Reversed (6 Suits),3,2,0
Brown & Dark Omni (5 Suits),3,3,0
Brown & Dark Omni (5 Suits),4,2,0
Brown & Light Pink (5 Suits),3,1,0
Brown & Light Pink (6 Suits),4,2,0
Brown & Muddy Rainbow (4 Suits),4,1,0
Brown & Prism (5 Suits),3,2,0
Brown (6 Suits),6,4,0
Brown-Fives (5 Suits),5,1,0
Brown-Fives (5 Suits),6,2,0
Brown-Ones & Brown (6 Suits),5,1,0
Brown-Ones & Dark Rainbow (5 Suits),3,1,0
Brown-Ones & Dark Rainbow (5 Suits),4,1,0
Brown-Ones & Dark Rainbow (5 Suits),5,1,0
Clue Starved & Prism (5 Suits),3,1,0
Clue Starved & Prism (5 Suits),4,2,0
Clue Starved (5 Suits),4,1,0
Cocoa Rainbow (5 Suits),4,2,0
Cocoa Rainbow (5 Suits),5,2,0
Dark Brown (5 Suits),4,6,0
Dark Brown (6 Suits),5,2,0
Dark Null (5 Suits),3,1,0
Dark Omni (5 Suits),3,1,0
Dark Omni (5 Suits),4,4,0
Dark Pink (5 Suits),4,12,0
Dark Pink (5 Suits),5,5,0
Dark Pink (5 Suits),6,1,0
Dark Pink (6 Suits),5,3,0
Dark Pink (6 Suits),6,1,0
Dark Prism (5 Suits),4,8,0
Dark Prism (6 Suits),3,1,0
Dark Prism (6 Suits),5,2,0
Dark Prism Reversed (5 Suits),3,8,0
Dark Prism Reversed (5 Suits),4,1,0
Dark Rainbow (5 Suits),3,3,0
Dark Rainbow (6 Suits),4,8,0
Dark Rainbow (6 Suits),5,5,0
Dark Rainbow (6 Suits),6,2,0
Dual-Color & Dark Rainbow (6 Suits),5,1,0
Dual-Color & Pink (6 Suits),4,2,0
Dual-Color & Pink (6 Suits),6,1,0
Dual-Color & Prism (6 Suits),5,1,0
Dual-Color (5 Suits),4,1,0
Dual-Color (6 Suits),5,3,0
Dual-Color Mix,4,2,0
Dual-Color Mix,5,4,0
Duck (5 Suits),3,3,0
Extremely Ambiguous & Black (6 Suits),3,1,0
Extremely Ambiguous & Brown (5 Suits),3,1,0
Extremely Ambiguous (6 Suits),5,1,0
Gray (5 Suits),5,2,0
Gray (5 Suits),6,1,0
Gray (6 Suits),5,3,0
Gray Pink (5 Suits),3,1,0
Gray Reversed (5 Suits),5,2,0
Gray Reversed (5 Suits),6,2,0
Light Pink & Gray (6 Suits),3,2,0
Light Pink (3 Suits),3,4,0
Light Pink (4 Suits),5,1,0
Light Pink (5 Suits),4,1,0
Light Pink (6 Suits),3,2,0
Light Pink (6 Suits),4,3,0
Light Pink (6 Suits),6,1,0
Light-Pink-Fives & Rainbow (4 Suits),5,1,0
Light-Pink-Fives & Rainbow (5 Suits),4,1,0
Light-Pink-Fives & White (6 Suits),6,2,0
Muddy Rainbow (5 Suits),4,2,0
Muddy-Rainbow-Fives & Muddy Rainbow (5 Suits),5,2,0
Muddy-Rainbow-Ones & Null (5 Suits),4,3,0
No Variant,2,3,0
Null-Ones & Rainbow (6 Suits),4,1,0
Null-Ones & Rainbow (6 Suits),5,3,0
Omni & Dark Rainbow (6 Suits),5,1,0
Omni & Light Pink (5 Suits),5,1,0
Omni & Prism (5 Suits),3,1,0
Omni-Fives (6 Suits),5,3,0
Omni-Ones (5 Suits),5,1,0
Pink & Brown (5 Suits),3,2,0
Pink & Brown (5 Suits),5,1,0
Pink & Brown (6 Suits),5,2,0
Pink & Dark Prism (6 Suits),3,3,0
Pink & Gray (6 Suits),3,1,0
Pink & Gray Pink (5 Suits),4,1,0
Pink & Omni (5 Suits),4,1,0
Pink & White (4 Suits),4,1,0
Pink & White (6 Suits),6,1,0
Pink (4 Suits),4,1,0
Pink (4 Suits),5,1,0
Pink (5 Suits),5,1,0
Pink (5 Suits),6,2,0
Pink (6 Suits),5,4,0
Pink (6 Suits),6,2,0
Pink-Fives & Black (6 Suits),5,2,0
Pink-Fives & Brown (5 Suits),3,1,0
Pink-Fives & Rainbow (5 Suits),4,1,0
Pink-Ones & Dark Brown (6 Suits),4,2,0
Pink-Ones & Rainbow (4 Suits),4,2,0
Pink-Ones & White (5 Suits),5,1,0
Pink-Ones & White (6 Suits),6,1,0
Prism & Dark Brown (6 Suits),3,2,0
Prism & Dark Omni (6 Suits),4,1,0
Prism (6 Suits),4,1,0
Rainbow & Brown (6 Suits),3,3,0
Rainbow & Cocoa Rainbow (6 Suits),4,2,0
Rainbow & Dark Brown (5 Suits),3,1,0
Rainbow & Dark Brown (6 Suits),5,2,0
Rainbow & Dark Pink (5 Suits),4,3,0
Rainbow & Dark Pink (5 Suits),5,2,0
Rainbow & Dark Pink (6 Suits),4,1,0
Rainbow & Dark Pink (6 Suits),5,1,0
Rainbow & Dark Prism (6 Suits),4,2,0
Rainbow & Gray (5 Suits),3,2,0
Rainbow & Gray (6 Suits),3,2,0
Rainbow & Omni (6 Suits),5,6,0
Rainbow & Pink (4 Suits),3,2,0
Rainbow & Pink (4 Suits),4,1,0
Rainbow & White (3 Suits),4,3,0
Rainbow & White (5 Suits),5,1,0
Rainbow & White (6 Suits),3,2,0
Rainbow (3 Suits),4,2,0
Rainbow (5 Suits),3,4,0
Rainbow (6 Suits),2,1,0
Rainbow (6 Suits),3,6,0
Rainbow-Ones (5 Suits),5,1,0
Reversed (5 Suits),2,1,0
Reversed (5 Suits),5,2,0
Special Mix (5 Suits),6,7,0
Special Mix (6 Suits),4,2,0
Throw It in a Hole & Pink (6 Suits),4,1,0
Throw It in a Hole (4 Suits),3,1,0
Throw It in a Hole (4 Suits),4,1,0
Throw It in a Hole (5 Suits),5,2,0
Throw It in a Hole (6 Suits),6,1,0
Up or Down & Light Pink (5 Suits),4,4,0
Up or Down & Muddy Rainbow (6 Suits),4,1,0
Up or Down & Omni (5 Suits),4,3,0
Up or Down & Pink (6 Suits),5,1,0
Up or Down & Prism (5 Suits),3,1,0
Up or Down & Rainbow (6 Suits),5,1,0
Up or Down & White (5 Suits),6,1,0
Up or Down & White (6 Suits),5,2,0
Up or Down (5 Suits),5,4,0
Up or Down (6 Suits),3,1,0
Up or Down (6 Suits),4,6,0
Very Ambiguous (6 Suits),4,2,0
White & Light Pink (4 Suits),5,1,0
White & Light Pink (5 Suits),6,1,0
White & Light Pink (6 Suits),5,1,0
White & Null (5 Suits),3,2,0
White & Null (5 Suits),5,3,0
White (3 Suits),3,4,0
White (3 Suits),4,1,0
White (6 Suits),5,4,0
White Reversed (4 Suits),5,2,0
White-Ones & Black (6 Suits),5,1,0
White-Ones & Dark Rainbow (5 Suits),4,1,0
